nama_tempat,username,rating,review
Kopi Studio 24 Panglima Sudirman,Devi Septiani,5,pelayanan bingang 5 pwolll
Kopi Studio 24 Panglima Sudirman,Ayu Dian,5,tempatnya oke bnget buat nongkrongg
Kopi Studio 24 Panglima Sudirman,Tutik Sustianingsih,5,Pelayanan ramah pol pancong nya mantap besseler banget
Kopi Studio 24 Panglima Sudirman,nainai farkhaz,4,"banyak stop kontak, enak minumannya, murah"
Kopi Studio 24 Panglima Sudirman,Nur fitria Rahmadani putri,5,"tempatnya nyaman bgt enak buat nugas, pancongnya juga enak bgt"
Kopi Studio 24 Panglima Sudirman,Fika Andriani Purba,5,"Mantappp, dpt promo buy 1 get 1
Kopi Studio Juara bgt!!!"
Kopi Studio 24 Panglima Sudirman,Nurul auliaa Arsad,5,"pelayanan bagus
enak juga"
Kopi Studio 24 Panglima Sudirman,Tasya Ditha,5,pelayanan nya oke mas nya ramah
Kopi Studio 24 Panglima Sudirman,32 Shafa ror,5,pelayannya bagus tempatnya bagus
Kopi Studio 24 Panglima Sudirman,Dirga Bara,5,"tempatnya cozy, menunya murce dan rekom"
Kopi Studio 24 Panglima Sudirman,Boboboy 90,5,bagus enak dan murah
Kopi Studio 24 Panglima Sudirman,Aletheo Peter,5,"tempatnya bagus, bersih, dan nyaman"
Kopi Studio 24 Panglima Sudirman,Elleonora Totti,5,"kopi studio deket rumah, langganan sering ke kopstud, akhirnya buka deket rumah, yey"
Kopi Studio 24 Panglima Sudirman,Annisa Adenanty,5,"bagus bgt, nyaman buat nugas dan wifi lancar"
Kopi Studio 24 Panglima Sudirman,Fariz Septian,5,"Enak buat nugas, rasa nya tidak pernah gagal. Pas deket stasiun."
Kopi Studio 24 Panglima Sudirman,Rita Mathilda,5,Wifinya lumayan cepat & Ac nya dingin
Kopi Studio 24 Panglima Sudirman,Nadia Firas Yuniar,5,enak enak menu nyaaaa
Kopi Studio 24 Panglima Sudirman,vania isvanda,5,"tempat luas ada sofa, nyaman untuk nugas👍🏻"
Kopi Studio 24 Panglima Sudirman,Alya Salsabila,5,bagus tiap hari kesini hampiran
Kopi Studio 24 Panglima Sudirman,Khoirul Supani,5,Baik rekomend bgt ramah kasirnya
Kopi Studio 24 Panglima Sudirman,Johanis Abraham,4,"Kopinya enak, avocado chocolatenya juga.. buka 24 jam. Ruangan di belakang dikasih batuh tapi di atas keramik. Bahaya banget ini licin. Hampir jatuh waktu bawa laptop.

Mohon direnov agar ga makan korban.

Tapi good sekali, kok."
Kopi Studio 24 Panglima Sudirman,Anggi Seokkim,5,pelayanan sangat baik dan ramah
Kopi Studio 24 Panglima Sudirman,Anne Yolo,5,"Enak, tempatnya bersih 🤩"
Kopi Studio 24 Panglima Sudirman,Attyanta Afan,5,menu dan pelayanan mantap
Kopi Studio 24 Panglima Sudirman,Winaldo Dwi Putra Laua,5,tempatnya bagus
Kopi Studio 24 Panglima Sudirman,Ika Widya.A,5,Pelayananya mantapp
Kopi Studio 24 Panglima Sudirman,Lee Maranta,5,Enak makanannya
Kopi Studio 24 Panglima Sudirman,Fauziah Azahir,5,"Karyawannya ramah, menunya juga ramah di kantong pelajar👍"
Kopi Studio 24 Panglima Sudirman,Silvia Prasetya,5,Pelayananya bagus mbknya ramah
Kopi Studio 24 Panglima Sudirman,hikaru bima,5,Gepreknya mantap
Kopi Studio 24 Panglima Sudirman,Anis Silvia Prasetya Perkasa,5,Tempatnyanya bersih mbaknya ramah
Kopi Studio 24 Panglima Sudirman,Salma Azizah,5,bagus banget tempatnya
Kopi Studio 24 Panglima Sudirman,Oktarina Wati,5,Bgus ramah enk 😍
Kopi Studio 24 Panglima Sudirman,Chielo Putra,5,"Melayanii dengan cepattt dan ramah,tidak berisik diatas luass"
Kopi Studio 24 Panglima Sudirman,Ahmad Khalimi Anwar,5,"Sangat enak buat wfc, rekomen dah"
Kopi Studio 24 Panglima Sudirman,Vortex 3,1,Minimal benerin ACnya dulu
Kopi Studio 24 Panglima Sudirman,Norma Elfiza,5,Pelayanan cepat n mantap
Kopi Studio 24 Panglima Sudirman,awan ryan sugandi,5,tempat dan kasir nya ramah ramah dan harga nya mumer untuk siswa siswi
Kopi Studio 24 Panglima Sudirman,ans qrt,5,cocok untuk mahasiswa karena harganya terjangkau
Kopi Studio 24 Panglima Sudirman,Dewi Maya yulianti,5,"Pelayanan bagus, dan ramah ramah"
Kopi Studio 24 Panglima Sudirman,devi rosita,5,Pelayannya cepat dan tempatnya bersih
Kopi Studio 24 Panglima Sudirman,Usna Setiawati,5,pelayanan baik
Kopi Studio 24 Panglima Sudirman,Lailatul Kodar,5,"Pelayanan rama
Dan cantikkk"
Kopi Studio 24 Panglima Sudirman,Tsabitah Aliyyah,5,"Lantai 2 nyaman banget, ada ac nya juga"
Kopi Studio 24 Panglima Sudirman,Muhammad Rafli,5,Kopis Studio Rampal favoritku karena tempatnya sangat nyaman untuk mengerjakan tugas 🤙🤙🤙
Kopi Studio 24 Panglima Sudirman,Salsabilla Zahro Ardyanti,5,enakk tempatnyaaa
Kopi Studio 24 Panglima Sudirman,vnyy ptri,5,"selalu sukaa kopstuu, jos jis"
Kopi Studio 24 Panglima Sudirman,Mocha Aris,5,"Kopi studio mantap ,harga murah rasa kopi nya terbaik"
Kopi Studio 24 Panglima Sudirman,annastasya anindita,5,Seneng bgt ada kopsud di deket kantor jadi sering beli deh🥰 avocadonya the best …
Kopi Studio 24 Panglima Sudirman,Muhammadrisky Risky,5,"Sambal bawang nya mantap banget kasirnya ramah"" harga yang murah"
Kopi Studio 24 Panglima Sudirman,Bilal Gantengg,5,"Kopinya enak , buy 1 get 1 🤙🏻🤙🏻"
Kopi Studio 24 Panglima Sudirman,Tara Bella,5,Makanan dan minuman enak
Kopi Studio 24 Panglima Sudirman,tonk tonk,5,Mantapp sekali..
Kopi Studio 24 Panglima Sudirman,Tini Anggraini,5,nyaman tempatnya bersih pol
Kopi Studio 24 Panglima Sudirman,Ida Gadis,5,tempat nya bersih
Kopi Studio 24 Panglima Sudirman,Dimas Akbar,5,Tempat parkir nya luas dan yang parkir juga ramah dan ganteng ganteng
Kopi Studio 24 Panglima Sudirman,ivaaan putraaset,5,pelayananyaa ramah
Kopi Studio 24 Panglima Sudirman,Ayu Asmara,5,pelayannya asik bess
Kopi Studio 24 Panglima Sudirman,Niar Indah,5,Tempat ternyata pola buat nongkrong
Kopi Studio 24 Panglima Sudirman,Putri Okta Amalina,5,mantab pelayanan ramah
Kopi Studio 24 Panglima Sudirman,Nurbi Adelingga,5,"Wifinya lancarr, tempatnya ademm"
Kopi Studio 24 Panglima Sudirman,7826 Samuel Chrisnalendra Susanto,5,enak untuk kopag
Kopi Studio 24 Panglima Sudirman,febriyana Alvionita Utomo Putri,5,cocok buat wfc
Kopi Studio 24 Panglima Sudirman,Bacem Pais,5,tempat nya bersih dan bagus
Kopi Studio 24 Panglima Sudirman,ivaanptraa `,5,tempatnya nyamaan dan bersih
Kopi Studio 24 Panglima Sudirman,Rizky Anjani,5,pelayanan baik dan terpercaya
Kopi Studio 24 Panglima Sudirman,Evrinda diva Furisandy,5,Wort it sekalii 😍 …
Kopi Studio 24 Panglima Sudirman,8.Amilia Putri,1,pelayanan ramah baik
Kopi Studio 24 Panglima Sudirman,Jesica Josephine,5,tempatnya nyaman
Kopi Studio 24 Panglima Sudirman,Renzy Handita,5,nyaman dan enak
Kopi Studio 24 Panglima Sudirman,Ana Salsabilla,5,"tempatnya bersih, dan nyaman"
Kopi Studio 24 Panglima Sudirman,biom vdidd,5,pelayanan cepat
Kopi Studio 24 Panglima Sudirman,Fahdia Safitri Hidayat,5,Tempatnya super comfy
Kopi Studio 24 Panglima Sudirman,anggun dwii,5,"kasirnya ramah poll, pancongnya jg mantap"
Kopi Studio 24 Panglima Sudirman,Nia Nadiatus Sholihah,5,"pelayanan oke
menu oke"
Kopi Studio 24 Panglima Sudirman,Alditabayufalyogi _,5,Sangat ramah dan pelayanan 👌
Kopi Studio 24 Panglima Sudirman,Muhammad fadhlur Rahman,5,pelayanan ramah
Kopi Studio 24 Panglima Sudirman,28_Philomena Anggia Devina,5,servicenya baguuss
Kopi Studio 24 Panglima Sudirman,OSIS PK BHAWIKARSU,5,kopinya enakk
Kopi Studio 24 Panglima Sudirman,jeremy arvin,5,enak banget
Kopi Studio 24 Panglima Sudirman,loctra tugas,5,pesanannya sesuai
Kopi Studio 24 Panglima Sudirman,Nur Aini,5,Kopian favorite ku bangettt😍👌👌
Kopi Studio 24 Panglima Sudirman,Tioo 21,5,worth it sekali buat gen z
